sport,api_version,type,teamId,homeTeamFlg,season,season_id,week_number,game_number,season_type,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,first_name,last_name,full_name,G,MIN,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,AU_PTS,eFG%,TS%,shootingFoulsCommitted,shootingFoulsDrawn,personalFoulsCommitted,personalFoulsDrawn,offensiveFoulsCommitted,offensiveFoulsDrawn,doubleDoubles,tripleDoubles,GmSc
basketball,v1,Player,310,0,2023,73,2,10,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,31,4,8,0.5,2,5,0.4,2,3,0.667,0,0,,2,1,3,2,0,0,3,10,109,0.625,0.625,0,0,2,0,0,0,0,0,10.9
basketball,v1,Player,310,0,2023,73,2,10,Championship,564,0,00,FWD,,NaLyssa,Smith,NaLyssa Smith,1,37,6,16,0.375,1,3,0.333,5,13,0.385,7,9,0.778,4,9,13,3,1,1,2,20,241,0.406,0.501,4,5,0,2,0,0,1,0,36.04
basketball,v1,Player,310,0,2023,73,2,10,Championship,565,22,22,GD,,Evina,Westbrook,Evina Westbrook,1,33,4,7,0.571,0,2,0.0,4,5,0.8,1,2,0.5,0,1,1,3,1,2,2,9,129,0.571,0.571,2,2,1,0,0,0,0,0,18.060000000000002
basketball,v1,Player,310,0,2023,73,2,10,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,22,4,14,0.286,0,2,0.0,4,12,0.333,2,5,0.4,5,5,10,0,4,0,0,10,135,0.286,0.309,2,3,0,1,0,0,1,0,19.400000000000002
basketball,v1,Player,310,0,2023,73,2,10,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,38,10,18,0.556,3,7,0.429,7,11,0.636,4,5,0.8,0,2,2,4,2,0,4,27,294,0.639,0.668,1,3,1,2,0,0,0,0,31.6
basketball,v1,Player,310,0,2023,73,2,10,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,1,2,1,2,0.5,0,0,,1,2,0.5,0,0,,0,1,1,0,0,0,0,2,65,0.5,0.5,0,0,0,0,0,0,0,0,2.6999999999999997
basketball,v1,Player,310,0,2023,73,2,10,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,10,1,3,0.333,0,2,0.0,1,1,1.0,2,2,1.0,0,0,0,1,0,0,0,4,76,0.333,0.515,1,0,0,1,0,0,0,0,5.1000000000000005
basketball,v1,Player,308,1,2023,73,2,10,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,308,1,2023,73,2,10,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,274,,,0,0,0,0,1,0,0,0,-1.0
basketball,v1,Player,308,1,2023,73,2,10,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,18,5,7,0.714,1,2,0.5,4,5,0.8,0,0,,0,2,2,1,1,0,0,11,404,0.786,0.786,2,0,0,0,0,0,0,0,15.299999999999999
basketball,v1,Player,308,1,2023,73,2,10,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,40,7,18,0.389,3,9,0.333,4,9,0.444,4,5,0.8,0,8,8,9,2,0,4,21,572,0.472,0.52,1,3,0,2,0,0,0,0,30.1
basketball,v1,Player,308,1,2023,73,2,10,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,1,3,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,0,0,1,0,0,302,0.0,0.0,1,0,0,0,0,0,0,0,1.19
basketball,v1,Player,308,1,2023,73,2,10,Championship,567,36,36,GD,,Suriya,McGuire,Suriya McGuire,1,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,315,,,0,0,0,0,0,0,0,0,0.3
basketball,v1,Player,308,1,2023,73,2,10,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,27,2,6,0.333,1,2,0.5,1,4,0.25,4,6,0.667,1,6,7,1,3,1,0,9,424,0.417,0.521,1,3,0,0,0,0,0,0,18.139999999999997
basketball,v1,Player,308,1,2023,73,2,10,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,21,2,7,0.286,0,0,,2,7,0.286,3,4,0.75,0,5,5,0,0,0,1,7,289,0.286,0.4,4,0,1,1,0,0,0,0,7.5
basketball,v1,Player,308,1,2023,73,2,10,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,10,3,5,0.6,1,2,0.5,2,3,0.667,0,0,,1,1,2,0,2,0,0,7,361,0.7,0.7,2,0,1,0,0,0,0,0,10.799999999999999
basketball,v1,Player,308,1,2023,73,2,10,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,38,4,9,0.444,1,4,0.25,3,5,0.6,4,4,1.0,3,3,6,2,2,0,0,13,433,0.5,0.604,3,2,2,0,0,0,0,0,20.199999999999996
basketball,v1,Player,308,1,2023,73,2,10,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,39,9,15,0.6,1,1,1.0,8,14,0.571,6,8,0.75,3,5,8,5,1,0,6,25,623,0.633,0.675,0,5,2,1,0,0,0,0,29.10000000000001
basketball,v1,Player,311,0,2023,73,2,11,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,20,1,2,0.5,0,0,,1,2,0.5,0,0,,2,1,3,3,0,0,1,2,159,0.5,0.5,0,0,0,1,0,0,0,0,5.199999999999999
basketball,v1,Player,311,0,2023,73,2,11,Championship,622,55,55,FWD,,Theresa,Plaisance,Theresa Plaisance,1,28,10,16,0.625,3,6,0.5,7,10,0.7,0,0,,0,4,4,2,0,2,1,23,330,0.719,0.719,3,0,1,1,0,1,0,0,43.879999999999995
basketball,v1,Player,311,0,2023,73,2,11,Championship,558,25,25,GD,,Layshia,Clarendon,Layshia Clarendon,1,20,2,3,0.667,0,0,,2,3,0.667,1,1,1.0,1,2,3,4,1,0,0,5,190,0.667,0.727,1,1,2,0,0,0,0,0,10.099999999999998
basketball,v1,Player,311,0,2023,73,2,11,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,34,7,12,0.583,4,8,0.5,3,4,0.75,2,2,1.0,2,3,5,6,2,1,4,20,327,0.75,0.776,1,1,1,1,0,0,0,0,32.779999999999994
basketball,v1,Player,311,0,2023,73,2,11,Championship,563,12,12,FWD,,Karisma,Penn,Karisma Penn,1,7,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,2,0,87,,,1,0,0,0,0,0,0,0,-1.7
basketball,v1,Player,311,0,2023,73,2,11,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,311,0,2023,73,2,11,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,20,4,8,0.5,1,4,0.25,3,4,0.75,2,2,1.0,0,3,3,1,0,0,2,11,167,0.562,0.619,1,0,1,2,0,0,0,0,11.799999999999999
basketball,v1,Player,311,0,2023,73,2,11,Championship,250,3,3,FWD,,Danni,McCray,Danni McCray,1,26,5,8,0.625,0,1,0.0,5,7,0.714,0,0,,0,4,4,4,0,1,3,10,170,0.625,0.625,1,0,2,0,1,0,0,0,16.119999999999997
basketball,v1,Player,311,0,2023,73,2,11,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,15,2,6,0.333,1,1,1.0,1,5,0.2,0,0,,3,1,4,2,0,0,0,5,157,0.417,0.417,1,0,0,0,0,0,0,0,9.6
basketball,v1,Player,311,0,2023,73,2,11,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,311,0,2023,73,2,11,Championship,560,16,16,FWD,,Naz,Hillmon,Naz Hillmon,1,30,4,15,0.267,0,0,,4,15,0.267,8,9,0.889,4,2,6,2,0,1,0,16,236,0.267,0.422,0,3,1,3,0,0,0,0,28.950000000000003
basketball,v1,Player,310,1,2023,73,2,11,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,29,7,12,0.583,2,4,0.5,5,8,0.625,2,2,1.0,0,1,1,2,0,0,3,18,431,0.667,0.699,0,0,2,1,0,1,0,0,18.7
basketball,v1,Player,310,1,2023,73,2,11,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,1,8,2,2,1.0,0,0,,2,2,1.0,0,0,,0,1,1,0,1,1,0,4,315,1.0,1.0,0,0,0,0,0,0,0,0,7.079999999999999
basketball,v1,Player,310,1,2023,73,2,11,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,1,2023,73,2,11,Championship,565,22,22,GD,,Evina,Westbrook,Evina Westbrook,1,31,3,6,0.5,1,3,0.333,2,3,0.667,0,0,,1,2,3,1,0,2,1,7,314,0.583,0.583,0,0,2,0,0,0,0,0,14.279999999999998
basketball,v1,Player,310,1,2023,73,2,11,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,39,4,15,0.267,2,9,0.222,2,6,0.333,8,8,1.0,0,2,2,3,2,0,0,18,470,0.333,0.486,0,3,2,1,0,0,0,0,23.500000000000004
basketball,v1,Player,310,1,2023,73,2,11,Championship,561,31,31,FWD,,N'dea,Jones,N'dea Jones,1,16,2,4,0.5,0,0,,2,4,0.5,4,4,1.0,2,1,3,1,1,2,0,8,367,0.5,0.694,2,2,1,2,0,0,0,0,15.72
basketball,v1,Player,310,1,2023,73,2,11,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,24,5,13,0.385,0,4,0.0,5,9,0.556,3,3,1.0,4,5,9,4,2,0,1,13,419,0.385,0.454,1,2,1,3,0,0,0,0,22.700000000000003
basketball,v1,Player,310,1,2023,73,2,11,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,1,2023,73,2,11,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,15,2,5,0.4,0,3,0.0,2,2,1.0,1,1,1.0,2,0,2,1,2,0,1,5,314,0.4,0.46,0,1,0,0,0,0,0,0,8.899999999999999
basketball,v1,Player,310,1,2023,73,2,11,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,1,2023,73,2,11,Championship,564,0,00,FWD,,NaLyssa,Smith,NaLyssa Smith,1,35,10,16,0.625,0,0,,10,16,0.625,2,2,1.0,4,5,9,1,1,0,2,22,451,0.625,0.652,2,1,0,1,1,0,0,0,30.0
basketball,v1,Player,309,0,2023,73,2,12,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,31,4,6,0.667,0,1,0.0,4,5,0.8,2,2,1.0,1,5,6,1,1,1,1,10,392,0.667,0.727,0,1,1,0,0,0,0,0,17.04
basketball,v1,Player,309,0,2023,73,2,12,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,34,5,11,0.455,0,2,0.0,5,9,0.556,8,8,1.0,0,4,4,3,2,0,4,18,337,0.455,0.62,2,4,1,2,0,0,0,0,20.9
basketball,v1,Player,309,0,2023,73,2,12,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,44,10,19,0.526,0,2,0.0,10,17,0.588,0,0,,0,6,6,10,1,1,3,20,551,0.526,0.526,3,0,1,0,0,0,1,0,39.71
basketball,v1,Player,309,0,2023,73,2,12,Championship,238,0,0,GD,,Taj,Cole,Taj Cole,1,25,4,7,0.571,2,2,1.0,2,5,0.4,1,3,0.333,0,2,2,6,2,0,4,11,410,0.714,0.661,2,2,0,0,0,1,0,0,14.599999999999998
basketball,v1,Player,309,0,2023,73,2,12,Championship,225,30,15,GD,,Rebecca,Harris,Rebecca Harris,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,309,0,2023,73,2,12,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,309,0,2023,73,2,12,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,309,0,2023,73,2,12,Championship,226,2,2,FWD,,Isabelle,Harrison,Isabelle Harrison,1,37,12,21,0.571,0,0,,12,21,0.571,5,8,0.625,3,6,9,3,1,2,4,29,499,0.571,0.591,2,3,1,3,1,0,0,0,55.779999999999994
basketball,v1,Player,309,0,2023,73,2,12,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,41,7,14,0.5,3,8,0.375,4,6,0.667,2,2,1.0,2,7,9,1,2,0,0,19,497,0.607,0.638,1,0,1,2,0,0,0,0,27.6
basketball,v1,Player,309,0,2023,73,2,12,Championship,625,26,26,FWD,,Lydia,Rivers,Lydia Rivers,1,12,1,2,0.5,0,0,,1,2,0.5,0,0,,0,1,1,2,0,0,0,2,314,0.5,0.5,2,0,1,0,0,0,0,0,3.6999999999999997
basketball,v1,Player,309,0,2023,73,2,12,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,308,1,2023,73,2,12,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,308,1,2023,73,2,12,Championship,567,36,36,GD,,Suriya,McGuire,Suriya McGuire,1,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,40,,,0,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,308,1,2023,73,2,12,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,308,1,2023,73,2,12,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,43,5,8,0.625,2,4,0.5,3,4,0.75,1,2,0.5,2,4,6,5,4,2,1,13,270,0.75,0.732,4,1,1,0,0,0,0,0,31.14
basketball,v1,Player,308,1,2023,73,2,12,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,45,10,25,0.4,2,6,0.333,8,19,0.421,15,17,0.882,2,6,8,8,1,0,6,37,342,0.44,0.57,0,8,1,3,1,0,0,0,43.6
basketball,v1,Player,308,1,2023,73,2,12,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,26,4,7,0.571,0,0,,4,7,0.571,0,0,,2,2,4,0,0,0,2,8,106,0.571,0.571,0,0,1,1,0,0,0,0,9.2
basketball,v1,Player,308,1,2023,73,2,12,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,23,3,7,0.429,0,1,0.0,3,6,0.5,3,4,0.75,1,2,3,0,1,0,1,9,58,0.429,0.514,2,1,2,0,0,0,0,0,10.299999999999997
basketball,v1,Player,308,1,2023,73,2,12,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,44,7,19,0.368,0,2,0.0,7,17,0.412,3,3,1.0,2,3,5,5,6,0,3,17,184,0.368,0.418,1,2,1,2,0,1,0,0,28.2
basketball,v1,Player,308,1,2023,73,2,12,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,9,2,4,0.5,1,2,0.5,1,2,0.5,0,0,,1,1,2,0,0,0,0,5,79,0.625,0.625,2,0,0,0,0,0,0,0,6.8
basketball,v1,Player,308,1,2023,73,2,12,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,33,8,13,0.615,2,5,0.4,6,8,0.75,0,0,,0,11,11,0,0,1,2,18,152,0.692,0.692,1,0,1,0,0,0,1,0,28.47
basketball,v1,Player,308,1,2023,73,2,12,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,314,0,2023,73,3,13,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,314,0,2023,73,3,13,Championship,225,30,15,GD,,Rebecca,Harris,Rebecca Harris,1,12,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,1,0,1,2,0,0,1,7,110,0.583,0.583,0,0,0,0,0,0,0,0,9.299999999999999
basketball,v1,Player,314,0,2023,73,3,13,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,31,4,8,0.5,0,1,0.0,4,7,0.571,1,2,0.5,0,4,4,5,3,0,5,9,132,0.5,0.507,1,1,1,1,0,0,0,0,12.5
basketball,v1,Player,314,0,2023,73,3,13,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,21,3,4,0.75,1,1,1.0,2,3,0.667,0,0,,1,1,2,1,2,0,1,7,129,0.875,0.875,0,0,2,0,0,0,0,0,10.099999999999998
basketball,v1,Player,314,0,2023,73,3,13,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,17,1,6,0.167,0,2,0.0,1,4,0.25,2,3,0.667,0,1,1,1,1,0,1,4,37,0.167,0.273,0,2,0,0,1,0,0,0,5.0
basketball,v1,Player,314,0,2023,73,3,13,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,314,0,2023,73,3,13,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,28,6,8,0.75,6,8,0.75,0,0,,3,4,0.75,0,2,2,1,3,0,0,21,370,1.125,1.076,1,1,0,1,0,0,0,0,27.3
basketball,v1,Player,314,0,2023,73,3,13,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,314,0,2023,73,3,13,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,32,6,13,0.462,4,5,0.8,2,8,0.25,3,3,1.0,2,2,4,4,2,0,1,19,254,0.615,0.663,0,2,1,1,0,0,0,0,26.8
basketball,v1,Player,314,0,2023,73,3,13,Championship,560,16,16,FWD,,Naz,Hillmon,Naz Hillmon,1,32,4,9,0.444,0,1,0.0,4,8,0.5,4,7,0.571,1,7,8,2,0,0,3,12,113,0.444,0.497,2,4,0,1,1,0,0,0,13.599999999999998
basketball,v1,Player,314,0,2023,73,3,13,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,27,3,11,0.273,1,5,0.2,2,6,0.333,0,0,,2,3,5,2,0,0,3,7,33,0.318,0.318,2,0,0,0,1,0,0,0,8.9
basketball,v1,Player,313,1,2023,73,3,13,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,313,1,2023,73,3,13,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,26,6,10,0.6,1,3,0.333,5,7,0.714,1,1,1.0,3,4,7,3,1,2,3,14,456,0.65,0.67,4,1,0,1,0,0,0,0,29.599999999999994
basketball,v1,Player,313,1,2023,73,3,13,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,14,4,4,1.0,2,2,1.0,2,2,1.0,2,2,1.0,0,1,1,0,2,0,1,12,439,1.25,1.23,0,1,0,0,0,0,0,0,14.9
basketball,v1,Player,313,1,2023,73,3,13,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,17,1,7,0.143,1,5,0.2,0,2,0.0,0,0,,0,0,0,3,1,0,0,3,294,0.214,0.214,3,0,0,0,0,1,0,0,6.5
basketball,v1,Player,313,1,2023,73,3,13,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,30,6,9,0.667,2,4,0.5,4,5,0.8,0,0,,0,2,2,1,1,0,3,14,402,0.778,0.778,0,0,1,0,0,0,0,0,15.3
basketball,v1,Player,313,1,2023,73,3,13,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,1,4,1,1,1.0,0,0,,1,1,1.0,0,0,,0,3,3,0,0,0,0,2,331,1.0,1.0,1,0,0,1,0,0,0,0,3.3
basketball,v1,Player,313,1,2023,73,3,13,Championship,622,55,55,FWD,,Theresa,Plaisance,Theresa Plaisance,1,30,3,11,0.273,1,4,0.25,2,7,0.286,0,0,,2,4,6,1,0,4,3,7,342,0.318,0.318,1,0,0,0,0,0,0,0,30.059999999999995
basketball,v1,Player,313,1,2023,73,3,13,Championship,558,25,25,GD,,Layshia,Clarendon,Layshia Clarendon,1,26,5,7,0.714,1,2,0.5,4,5,0.8,1,2,0.5,0,4,4,8,3,0,2,12,534,0.786,0.761,0,1,0,0,0,1,0,0,21.4
basketball,v1,Player,313,1,2023,73,3,13,Championship,564,0,00,FWD,,NaLyssa,Smith,NaLyssa Smith,1,36,6,15,0.4,2,4,0.5,4,11,0.364,3,6,0.5,4,9,13,2,0,2,4,17,491,0.467,0.482,1,3,3,2,0,1,1,0,34.599999999999994
basketball,v1,Player,313,1,2023,73,3,13,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,1,2,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,1,0,1,3,330,1.5,1.5,0,0,0,0,0,0,0,0,3.4000000000000004
basketball,v1,Player,313,1,2023,73,3,13,Championship,250,3,3,FWD,,Danni,McCray,Danni McCray,1,15,2,2,1.0,0,0,,2,2,1.0,0,0,,0,0,0,1,0,0,0,4,350,1.0,1.0,0,0,0,0,0,0,0,0,5.5
basketball,v1,Player,312,0,2023,73,3,14,Championship,625,26,26,FWD,,Lydia,Rivers,Lydia Rivers,1,22,5,8,0.625,0,0,,5,8,0.625,1,2,0.5,3,1,4,2,0,1,1,11,417,0.625,0.619,1,2,1,0,0,0,0,0,18.92
basketball,v1,Player,312,0,2023,73,3,14,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,39,11,18,0.611,3,5,0.6,8,13,0.615,3,4,0.75,1,5,6,6,0,1,5,28,601,0.694,0.709,0,2,1,2,0,1,0,0,41.82
basketball,v1,Player,312,0,2023,73,3,14,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,312,0,2023,73,3,14,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,290,,,0,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,312,0,2023,73,3,14,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,38,6,14,0.429,0,0,,6,14,0.429,5,7,0.714,1,4,5,8,3,0,2,17,486,0.429,0.498,1,3,2,2,0,0,0,0,26.299999999999997
basketball,v1,Player,312,0,2023,73,3,14,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,292,,,1,0,0,0,0,0,0,0,0.0
basketball,v1,Player,312,0,2023,73,3,14,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,18,5,11,0.455,0,0,,5,11,0.455,1,1,1.0,4,4,8,0,1,0,2,11,384,0.455,0.481,3,1,0,1,0,0,0,0,16.0
basketball,v1,Player,312,0,2023,73,3,14,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,14,1,2,0.5,0,1,0.0,1,1,1.0,0,0,,0,4,4,0,0,0,0,2,338,0.5,0.5,0,0,0,2,0,0,0,0,3.5999999999999996
basketball,v1,Player,312,0,2023,73,3,14,Championship,565,22,22,GD,,Evina,Westbrook,Evina Westbrook,1,28,3,8,0.375,2,4,0.5,1,4,0.25,0,0,,0,4,4,1,2,2,1,8,358,0.5,0.5,3,0,1,0,0,0,0,0,19.54
basketball,v1,Player,312,0,2023,73,3,14,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,39,8,16,0.5,3,10,0.3,5,6,0.833,1,1,1.0,1,9,10,4,0,0,0,20,605,0.594,0.608,0,0,0,0,0,0,1,0,29.4
basketball,v1,Player,312,0,2023,73,3,14,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,315,1,2023,73,3,14,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,33,2,9,0.222,1,3,0.333,1,6,0.167,0,0,,1,4,5,3,0,0,3,5,52,0.278,0.278,0,0,1,0,0,0,0,0,6.4
basketball,v1,Player,315,1,2023,73,3,14,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,5,1,2,0.5,0,0,,1,2,0.5,0,0,,0,0,0,0,0,0,0,2,60,0.5,0.5,0,0,0,0,0,0,0,0,2.4
basketball,v1,Player,315,1,2023,73,3,14,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,13,1,6,0.167,0,0,,1,6,0.167,0,0,,2,1,3,0,1,0,0,2,47,0.167,0.167,0,0,1,0,0,0,0,0,4.699999999999999
basketball,v1,Player,315,1,2023,73,3,14,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,36,9,21,0.429,4,13,0.308,5,8,0.625,6,6,1.0,1,1,2,7,2,0,1,28,329,0.524,0.592,2,1,2,2,1,0,0,0,37.7
basketball,v1,Player,315,1,2023,73,3,14,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,27,4,11,0.364,1,1,1.0,3,10,0.3,0,0,,6,3,9,0,0,1,0,9,147,0.409,0.409,1,0,0,0,0,0,0,0,21.089999999999996
basketball,v1,Player,315,1,2023,73,3,14,Championship,226,2,2,FWD,,Isabelle,Harrison,Isabelle Harrison,1,36,10,15,0.667,1,1,1.0,9,14,0.643,10,12,0.833,1,8,9,3,1,2,3,31,386,0.7,0.764,2,8,0,0,0,0,0,0,52.10000000000001
basketball,v1,Player,315,1,2023,73,3,14,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,24,1,3,0.333,1,3,0.333,0,0,,0,0,,0,2,2,3,0,0,0,3,76,0.5,0.5,1,0,2,0,0,0,0,0,5.3
